,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
257,1,1,4,1,1,1989,21,5,5,5,3,3,1,3,7,0,0,0,0,1,4,4,4,4,5
258,1,1,1,1,-1,1953,57,5,5,4,1,2,1,3,-1,1,1,1,0,1,2,2,2,2,2
259,0,1,3,1,1,1983,27,5,5,5,1,1,-1,5,12,1,-1,-1,1,3,1,4,1,4,3
260,1,0,-1,2,8,1973,37,5,5,5,1,4,5,5,9,0,1,-1,0,3,2,2,2,2,3
261,0,0,4,2,5,1988,22,5,4,3,1,2,1,5,1,0,2,-1,0,2,4,4,2,2,3
262,1,0,1,2,3,1987,23,1,2,2,2,2,1,3,3,1,0,0,0,2,3,4,4,4,5
263,1,1,1,1,1,1959,51,5,4,5,3,4,4,7,10,1,-1,-1,0,-1,-1,-1,-1,-1,-1
264,1,0,4,2,2,1988,22,1,2,1,2,4,3,2,1,0,1,2,0,2,2,4,2,2,3
265,0,1,3,2,2,1969,41,1,3,1,1,4,1,7,8,0,-1,1,0,2,4,4,4,4,5
266,1,1,1,2,2,1988,22,1,2,1,1,2,1,5,12,1,3,1,0,3,4,4,3,4,3
267,1,1,1,2,2,1990,20,1,1,1,-1,4,4,3,10,0,1,1,0,2,4,4,4,4,4
268,0,0,1,1,7,1971,39,5,5,5,1,4,4,5,3,0,4,0,0,1,1,2,2,2,3
269,1,1,-1,2,8,1976,34,5,5,5,2,2,1,7,9,1,-1,-1,-1,1,3,3,3,3,2
270,1,1,1,2,5,1987,23,1,1,1,1,4,4,5,8,0,0,0,0,1,3,3,3,3,4
271,1,1,1,1,3,1985,25,3,4,4,1,2,1,5,9,0,0,0,1,2,3,4,3,3,5
272,1,1,1,2,2,1965,45,1,2,1,3,2,1,6,12,1,1,-1,0,2,3,3,4,4,5
273,1,1,1,1,1,1957,53,5,5,5,2,2,1,6,11,1,0,-1,1,1,4,4,4,4,4
274,0,0,-1,2,8,1989,21,5,5,5,-1,2,3,4,-1,0,-1,-1,0,2,4,4,4,4,3
275,1,1,4,2,8,1990,20,6,6,5,1,4,4,2,10,0,4,-1,0,1,3,4,2,4,4
276,1,1,4,2,5,1975,35,6,2,1,1,3,1,7,10,1,0,0,0,1,4,4,3,3,4
277,1,1,1,2,2,1967,43,1,4,1,2,3,4,7,10,0,2,-1,0,1,4,4,4,4,4
278,1,1,1,1,7,1966,44,4,3,4,5,2,1,5,6,0,2,0,1,2,4,4,4,4,4
279,1,1,1,2,3,1970,40,1,3,2,2,2,1,7,11,1,2,1,0,1,4,4,3,3,4
280,0,0,-1,2,8,1988,22,5,4,5,1,2,1,3,1,0,0,0,0,3,4,4,4,4,5
281,1,1,4,2,2,1989,21,1,2,1,2,2,1,3,9,0,1,-1,0,1,4,4,4,4,3
282,1,1,1,2,4,1954,56,6,1,1,3,2,1,7,10,1,0,0,1,1,4,4,3,3,3
283,0,0,1,1,5,1975,35,5,4,4,1,5,1,6,2,0,1,0,0,1,3,4,2,2,4
284,1,0,4,2,12,1988,22,1,3,1,1,2,1,3,1,0,3,0,0,2,3,4,4,4,5
285,1,1,1,2,1,1964,46,1,2,1,2,2,1,7,11,1,-1,3,0,1,3,3,3,3,3
286,1,1,4,1,6,1957,53,5,3,5,2,2,1,6,10,1,1,-1,0,2,4,4,4,4,3
287,1,1,4,2,2,1990,20,1,4,1,6,4,3,3,1,0,3,1,0,1,3,3,4,4,3
288,0,1,1,1,3,1964,46,5,4,4,2,2,1,3,10,0,1,0,0,1,4,4,3,4,1
289,0,1,2,1,12,1977,33,4,3,5,1,4,3,7,8,0,2,0,1,3,4,4,4,4,5
290,1,1,1,1,7,1969,41,5,4,5,2,3,1,3,12,1,1,-1,0,1,3,3,3,3,4
291,1,1,1,1,1,1982,28,5,4,5,2,3,4,6,7,0,0,0,0,1,4,4,4,4,4
292,1,1,1,1,12,1981,29,5,3,4,4,3,1,7,11,1,-1,-1,1,1,4,4,4,3,4
293,0,0,1,1,1,1971,39,6,5,5,1,2,4,2,10,0,-1,-1,0,1,4,4,4,4,3
294,0,1,4,2,2,1986,24,1,2,1,1,2,3,7,11,0,5,-1,0,3,4,4,4,4,4
296,1,1,1,1,1,1972,38,5,5,5,1,5,4,4,8,1,0,0,0,3,4,4,4,4,4
297,1,1,1,1,1,-1,-1,4,4,4,5,2,1,2,2,0,-1,-1,0,1,-1,-1,2,-1,4
298,0,0,4,2,3,1981,29,6,4,3,2,2,1,5,2,0,-1,-1,0,1,2,2,2,2,3
299,1,1,4,1,7,1983,27,6,4,4,1,3,1,5,5,0,3,-1,0,1,3,3,2,2,5
300,1,1,1,1,1,1971,39,5,4,5,2,3,1,7,12,1,-1,2,0,1,4,4,4,4,4
301,0,0,3,2,8,1986,24,5,5,5,1,2,1,5,8,0,1,-1,0,1,3,2,3,3,3
302,1,1,1,1,1,1985,25,5,5,5,1,1,1,3,8,1,-1,-1,0,3,4,4,4,4,3
303,1,0,1,1,1,1985,25,4,4,5,4,1,5,4,8,0,3,-1,1,2,1,4,4,4,4
304,1,1,2,1,1,1989,21,6,4,5,1,2,1,3,1,0,0,0,0,1,2,1,1,2,5
305,0,0,1,2,8,1986,24,5,5,5,2,2,4,5,9,0,-1,-1,0,1,4,4,4,4,5
306,1,1,1,1,1,1982,28,5,4,5,1,5,5,3,10,0,6,0,0,1,4,2,2,2,3
307,1,1,1,2,2,1973,37,1,1,1,-1,2,1,6,1,0,1,-1,0,1,4,4,4,4,3
308,1,0,1,2,2,1976,34,1,2,1,2,2,1,7,10,0,1,1,0,1,3,4,3,2,4
309,1,1,3,1,1,1987,23,4,4,5,1,2,1,5,9,0,5,-1,-1,1,4,4,4,4,4
310,1,1,4,1,1,1979,31,5,5,5,4,4,4,2,5,0,1,0,1,1,4,2,2,4,4
311,1,0,4,1,1,1978,32,5,4,5,2,2,1,3,6,0,2,0,0,1,3,3,3,3,5
312,0,0,4,1,3,1985,25,5,2,5,3,3,3,3,12,1,-1,-1,0,2,4,3,2,3,4
313,1,1,1,1,1,1984,26,1,4,5,4,2,1,5,10,1,2,0,0,3,4,4,4,4,3
314,0,0,1,1,3,1974,36,5,4,4,1,2,1,3,3,0,2,0,0,1,4,4,3,3,3
315,1,1,1,1,1,1958,52,5,5,5,2,2,3,6,12,1,1,-1,1,1,4,4,2,-1,5
316,1,0,4,1,7,1984,26,5,5,4,2,3,1,3,6,0,0,0,0,3,4,3,4,3,4
317,0,0,4,2,12,1981,29,4,4,3,1,2,1,7,1,0,0,0,0,1,4,4,4,4,5
318,1,1,1,1,1,1976,34,5,3,5,2,2,1,3,1,1,0,0,0,1,3,3,3,3,3
319,1,1,1,1,1,1982,28,5,5,5,2,4,3,2,3,0,-1,-1,0,3,4,4,4,4,5
320,1,1,3,2,2,1962,48,1,2,1,2,2,1,7,9,1,-1,-1,0,1,2,3,3,3,4
321,1,1,1,1,1,1987,23,5,5,5,2,2,1,3,8,0,5,0,0,2,4,2,2,2,3
322,1,1,4,2,2,1978,32,1,4,2,1,4,1,5,3,0,2,0,0,1,3,3,2,2,3
323,1,0,1,1,3,1985,25,5,4,3,1,4,3,4,7,1,-1,-1,0,1,4,4,4,4,5
324,1,1,1,2,2,1954,56,1,2,1,4,2,1,7,10,1,-1,1,1,1,4,4,4,4,3
325,0,0,4,1,1,1987,23,5,5,5,1,2,1,3,1,0,1,0,0,1,4,4,3,2,4
326,1,1,4,2,3,1987,23,1,4,2,1,2,3,6,8,-1,1,1,0,1,4,4,4,4,5
327,1,1,1,2,6,1971,39,1,2,2,3,2,1,6,12,0,1,-1,0,1,4,4,4,4,4
328,1,1,1,2,1,1984,26,3,4,1,1,2,1,7,5,0,0,0,0,2,2,2,2,3,4
329,1,1,1,2,2,1974,36,1,2,1,1,2,1,3,10,1,0,-1,0,1,4,4,4,4,5
330,1,1,1,2,2,1980,30,1,3,1,3,2,1,7,10,1,1,-1,0,1,3,4,4,4,3
331,1,1,1,1,1,1982,28,5,3,4,1,2,1,3,7,1,1,-1,0,1,4,4,4,4,5
332,1,1,3,2,2,1981,29,1,2,1,2,2,1,7,9,0,2,-1,0,1,2,4,4,4,3
333,1,1,1,2,2,1980,30,6,2,1,1,2,1,7,10,1,-1,-1,0,1,4,4,4,4,5
334,1,1,1,2,2,1970,40,2,2,1,2,2,1,3,10,1,0,0,0,1,4,4,4,4,3
335,1,1,-1,2,1,1991,19,1,1,1,5,4,5,3,1,0,1,0,0,1,3,2,3,4,4
336,1,1,4,2,2,1986,24,1,1,1,1,2,1,5,10,1,0,0,0,1,3,3,3,3,5
337,1,1,1,2,8,1991,19,5,5,5,-1,4,4,3,8,0,3,1,0,1,4,4,4,4,3
338,0,1,1,1,3,1940,70,3,2,2,2,1,1,2,2,0,2,2,0,2,4,4,4,3,4
339,1,0,3,1,1,1987,23,5,4,5,1,2,1,3,10,0,1,1,0,3,2,2,2,2,4
340,1,1,1,2,2,1964,46,1,4,1,2,2,1,7,12,1,1,1,0,1,4,3,4,4,3
341,0,0,1,2,2,1963,47,1,2,2,2,3,1,7,11,1,2,0,0,1,4,4,4,4,2
342,1,1,4,2,3,1990,20,4,3,3,4,4,3,2,7,0,4,-1,0,1,2,3,3,3,3
343,1,0,4,1,1,1989,21,6,6,5,2,4,4,3,5,0,4,-1,0,1,3,3,3,2,4
344,0,0,4,2,2,1980,30,6,4,1,2,3,1,7,9,0,1,-1,0,1,2,2,2,2,2
345,1,1,1,2,8,1990,20,6,5,5,3,2,1,2,2,0,6,1,0,1,2,4,4,4,4
346,0,0,4,1,7,1989,21,5,5,5,3,3,5,4,1,1,3,2,0,1,4,4,4,4,5
347,0,0,4,1,3,1985,25,5,5,3,5,2,1,2,3,1,4,-1,0,2,4,4,4,4,4
348,1,1,4,2,3,1983,27,4,4,3,1,2,1,6,9,1,0,0,0,1,3,2,3,3,2
349,1,0,4,2,2,1969,41,1,3,5,4,4,3,3,9,-1,1,1,1,1,4,3,2,2,3
350,1,1,1,2,2,1957,53,1,3,1,1,2,1,4,10,1,1,0,0,1,4,4,4,4,4
351,0,0,3,1,1,1991,19,4,4,4,5,2,1,3,5,0,0,0,0,1,3,2,2,2,4
352,1,1,4,1,1,1974,36,5,5,5,2,2,1,7,12,1,-1,-1,0,1,4,4,4,4,5
353,1,1,4,1,8,1987,23,6,3,3,4,2,1,7,10,0,-1,-1,0,2,3,3,3,3,5
354,1,-1,1,2,7,1979,31,1,3,1,6,2,1,2,2,-1,-1,9,0,3,4,4,4,4,5
355,1,1,1,2,5,1983,27,6,1,1,1,4,1,7,8,0,1,-1,0,1,2,2,2,2,2
356,1,1,1,1,1,1964,46,6,5,5,2,2,1,3,2,-1,0,0,0,1,3,3,3,3,3
357,1,1,1,1,1,1986,24,5,5,5,2,3,1,3,8,0,2,-1,0,1,1,4,4,4,3
358,1,1,4,-1,4,1982,28,2,3,1,3,2,1,3,12,1,2,-1,-1,1,3,3,3,3,4
359,1,1,1,1,1,1981,29,4,4,4,4,4,1,2,9,1,1,6,-1,1,4,4,4,4,5
360,1,1,3,2,7,1986,24,3,-1,-1,2,2,1,3,1,-1,-1,-1,0,-1,2,2,2,2,3
361,0,1,3,1,1,1987,23,6,5,5,3,4,3,5,7,0,2,1,0,1,4,4,4,4,4
362,1,1,4,1,1,1988,22,6,6,4,1,2,1,3,1,0,0,0,0,1,2,1,1,2,3
363,1,1,1,2,8,1987,23,4,5,5,2,2,1,4,1,0,1,0,0,1,2,2,2,2,2
364,1,1,1,2,8,1979,31,5,5,5,2,2,1,4,10,1,1,2,0,2,2,3,2,2,4
365,1,1,1,1,1,1984,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,1,0,2,1,7,-1,-1,4,-1,2,2,3,1,2,9,-1,3,-1,0,1,4,4,4,4,5
367,0,0,1,1,1,1989,21,5,4,5,2,2,1,3,5,1,1,0,0,1,4,4,4,4,5
368,1,1,3,2,1,1990,20,1,1,1,6,1,1,2,1,1,2,3,0,2,1,1,1,1,3
369,1,0,4,2,2,1981,29,1,4,1,2,2,1,5,12,1,1,-1,0,2,2,3,3,3,3
370,1,0,1,1,1,1970,40,5,5,5,1,2,1,7,10,1,1,-1,0,1,3,3,4,4,4
371,1,1,1,2,8,1981,29,5,5,5,1,2,1,4,9,1,2,1,0,1,3,3,2,4,2
372,1,1,4,2,5,1990,20,2,2,3,3,4,1,3,8,0,1,0,0,1,4,4,4,4,4
373,1,1,4,1,1,1997,13,6,6,5,1,1,-1,2,-1,0,1,1,0,2,1,2,2,3,4
374,1,1,1,1,8,1977,33,1,1,1,1,2,1,5,11,1,1,2,1,1,3,3,3,3,4
375,1,1,1,2,1,1957,53,1,1,1,1,2,1,5,10,1,3,1,0,1,4,4,4,4,3
376,1,1,4,1,1,1992,18,5,6,5,2,4,3,1,6,0,2,0,0,1,4,2,4,3,3
377,1,1,2,2,5,1988,22,1,1,3,2,2,4,5,7,0,1,-1,0,1,3,2,2,2,3
378,1,1,2,1,1,1987,23,5,4,5,1,2,1,4,10,1,2,-1,-1,-1,4,4,4,4,4
379,1,1,1,1,8,1988,22,5,1,1,1,2,1,3,-1,0,4,-1,-1,1,2,3,3,3,4
380,1,1,4,2,3,1970,40,3,3,3,2,2,1,5,3,1,1,1,0,1,4,4,2,3,3
381,1,1,1,1,1,1972,38,5,4,5,5,2,1,5,12,1,-1,-1,0,1,4,4,3,3,4
382,1,1,1,2,3,1990,20,2,3,2,1,4,5,2,2,0,1,4,0,1,4,4,4,3,5
383,0,1,1,2,5,1980,30,2,2,1,1,3,1,4,7,0,4,-1,0,1,4,4,4,4,4
384,0,0,1,2,2,1981,29,1,3,2,2,2,1,7,12,0,2,-1,0,1,4,3,4,3,4
385,1,1,1,2,8,1991,19,6,6,5,1,3,4,2,1,0,-1,-1,0,1,4,4,4,4,4
386,1,1,1,2,2,1956,54,1,1,1,2,2,1,6,10,1,-1,-1,0,1,4,4,4,4,5
387,0,0,1,2,2,1962,48,3,2,2,1,4,3,4,10,0,1,0,0,2,4,3,2,3,4
388,0,0,3,1,8,1985,25,1,1,1,1,2,1,3,9,0,2,0,0,1,4,4,4,4,3
389,1,0,1,1,3,1980,30,5,4,3,2,4,4,5,5,1,-1,-1,0,1,4,4,4,4,4
390,1,0,1,1,1,1971,39,5,4,5,2,2,1,3,7,0,1,-1,0,2,3,2,3,3,4
391,1,1,2,2,5,1989,21,6,6,5,1,2,1,4,12,0,3,0,0,1,2,3,2,2,3
392,0,0,1,1,2,1968,42,1,2,1,2,2,1,4,9,0,1,1,0,1,4,4,4,4,4
393,1,1,1,2,8,1993,17,5,5,5,3,4,4,1,11,0,4,1,0,1,4,3,3,3,4
394,0,0,1,2,5,1975,35,2,2,1,1,2,1,3,1,0,3,-1,0,1,4,4,4,4,-1
395,1,1,1,2,5,-1,-1,1,2,2,2,2,1,5,1,0,2,0,0,1,4,4,4,4,4
396,1,1,4,2,5,1971,39,2,2,2,1,4,3,5,8,0,1,1,0,1,3,3,2,3,3
397,1,1,1,1,1,1966,44,5,4,4,2,2,1,5,1,0,1,0,0,2,4,4,4,4,4
398,0,1,1,2,-1,1990,20,2,2,2,-1,3,3,3,4,0,3,1,0,3,2,4,3,4,3
399,1,1,1,1,1,1990,20,4,4,5,1,2,1,3,1,0,2,0,0,1,4,4,4,4,5
400,0,0,1,1,1,1982,28,4,4,4,1,3,1,3,8,0,3,0,0,1,4,4,4,4,5
401,1,0,1,1,1,1985,25,5,5,5,1,2,1,6,3,0,3,-1,0,1,4,4,4,-1,4
402,1,1,1,1,1,1982,28,5,5,5,1,2,1,5,9,1,1,0,0,2,3,4,4,3,5
403,1,1,1,2,2,1964,46,1,2,1,4,1,1,5,11,1,1,-1,0,1,4,4,4,4,2
404,1,1,4,1,-1,1964,46,5,3,5,1,2,1,5,10,1,1,0,0,1,4,3,4,4,5
405,1,1,1,2,4,1978,32,1,2,1,2,2,1,4,10,1,1,1,0,1,4,4,4,4,3
406,1,1,-1,2,1,1981,29,1,1,1,5,4,1,4,6,0,0,0,0,1,3,3,3,4,4
407,1,1,1,2,3,1983,27,5,3,2,1,2,1,4,11,0,1,1,-1,1,4,4,4,4,5
408,1,1,1,2,2,1960,50,1,2,1,6,-1,3,5,10,1,2,-1,0,1,4,3,3,3,4
409,1,0,4,1,1,1966,44,5,4,5,1,2,1,3,8,1,1,0,0,1,4,2,4,3,3
410,1,1,4,2,5,1992,18,2,4,2,1,4,3,2,8,1,3,1,0,3,4,4,4,4,3
411,1,1,1,3,12,1981,29,1,2,1,1,3,-1,2,8,0,2,1,1,2,4,4,4,4,4
412,1,1,4,2,12,1958,52,1,2,1,2,2,1,3,10,1,1,0,0,1,4,3,3,2,3
413,0,1,1,2,3,1989,21,3,4,4,3,1,1,4,6,0,2,1,0,1,2,3,4,3,4
414,1,1,3,1,4,1983,27,4,3,3,2,2,1,5,8,0,0,0,0,1,3,3,3,3,3
415,1,1,3,2,2,1969,41,1,1,1,4,2,5,5,7,1,1,1,0,1,4,4,4,4,3
416,1,1,4,1,1,1976,34,5,4,5,1,1,1,7,7,1,-1,-1,0,-1,4,4,4,4,5
417,1,1,1,1,1,1972,38,5,5,5,1,2,4,7,2,0,2,-1,0,1,2,3,4,3,4
418,1,1,4,1,1,1963,47,4,5,5,4,5,-1,7,8,1,1,-1,0,1,4,4,4,4,5
419,1,1,1,1,1,1960,50,6,5,5,4,2,4,5,11,1,3,-1,0,3,4,4,4,4,5
420,1,1,1,1,1,1968,42,4,4,5,2,3,4,7,8,1,-1,-1,0,3,4,4,4,4,5
421,0,0,2,1,1,1967,43,5,5,5,1,2,5,2,6,0,-1,-1,0,2,4,4,4,4,5
422,1,1,1,2,1,1961,49,1,1,2,4,2,4,2,8,1,1,-1,0,3,4,4,4,4,5
423,1,1,1,1,1,1973,37,5,4,1,3,4,3,5,8,1,1,-1,0,1,3,4,4,4,4
424,1,1,1,1,1,1976,34,5,5,5,6,2,2,4,9,1,0,0,0,3,4,4,4,4,5
425,1,1,1,1,1,1985,25,6,4,5,2,3,5,3,3,0,2,0,0,2,2,4,2,2,5
426,0,0,1,2,2,1984,26,1,2,1,2,4,3,5,8,0,1,-1,0,3,3,4,4,4,3
427,1,1,1,2,1,1970,40,1,1,1,1,4,3,4,4,0,1,-1,0,1,2,1,4,4,5
428,1,0,2,2,2,1973,37,1,1,1,4,2,1,3,1,1,1,1,0,1,4,4,4,4,3
429,1,1,1,1,-1,-1,-1,5,4,5,2,2,4,6,5,0,1,-1,0,1,2,2,3,3,4
430,1,0,3,2,8,1985,25,5,5,5,1,4,4,5,2,0,1,-1,0,1,2,2,2,3,3
431,1,1,2,2,2,1965,45,1,3,-1,1,2,-1,7,10,0,2,-1,0,3,4,4,4,4,5
432,1,1,3,2,1,1957,53,1,2,1,2,1,4,7,11,1,1,-1,0,1,4,4,4,4,5
433,1,1,1,2,2,1969,41,1,2,1,2,2,4,5,1,0,1,-1,0,3,4,4,4,4,3
434,0,0,1,2,2,1969,41,1,1,1,1,3,1,7,3,0,1,1,0,1,4,4,4,4,4
435,1,1,1,2,2,1960,50,1,1,1,1,-1,-1,7,10,1,1,-1,0,1,4,4,4,4,3
436,0,0,1,1,1,1974,36,5,5,5,4,2,1,7,9,0,2,0,0,1,2,2,4,4,5
437,1,0,4,1,1,1971,39,5,5,5,3,4,4,5,8,0,1,-1,0,1,4,4,4,4,5
438,0,1,1,1,1,1976,34,5,5,5,2,2,3,7,7,0,2,2,0,1,4,4,4,4,5
439,1,1,3,1,1,1980,30,5,5,5,3,2,4,3,7,0,-1,-1,0,1,4,4,4,4,4
440,1,1,1,2,2,1963,47,1,1,1,1,2,1,2,9,1,2,-1,0,1,3,3,4,3,2
441,0,0,4,2,-1,1978,32,4,4,4,2,4,3,-1,5,0,1,-1,0,2,4,4,4,4,4
442,1,1,1,1,3,1993,17,4,4,4,4,4,1,1,8,0,2,1,-1,2,4,4,4,4,5
443,1,1,4,1,3,1982,28,3,3,3,1,4,1,3,9,0,0,0,0,1,2,3,2,2,4
444,1,1,1,2,2,1990,20,1,1,1,5,2,1,3,1,0,2,1,0,1,3,4,4,4,4
445,1,1,1,1,1,1980,30,5,5,5,2,2,1,7,12,1,1,-1,0,1,4,4,4,4,4
446,1,1,1,1,1,1980,30,5,4,4,2,2,1,6,9,1,1,1,0,2,3,3,3,3,3
447,1,1,1,1,1,1987,23,5,3,4,3,2,1,3,7,0,2,-1,0,1,4,4,4,4,3
448,0,0,1,2,1,1986,24,1,1,1,1,4,3,2,7,0,3,4,0,3,2,4,3,2,5
449,1,1,1,1,1,1988,22,5,5,5,5,2,1,5,7,1,3,-1,0,1,4,4,4,4,4
450,1,1,1,1,1,1966,44,5,5,5,1,2,1,3,10,1,0,0,0,1,4,4,4,4,5
451,-1,-1,-1,1,-1,1990,20,4,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,4
452,1,1,4,2,3,1986,24,3,4,1,2,3,1,6,12,0,3,-1,0,3,3,2,2,1,4
453,1,0,4,2,5,1981,29,6,6,1,2,2,1,7,1,0,2,-1,0,2,2,2,2,2,3
454,1,1,1,1,1,1987,23,5,5,5,2,3,1,2,5,1,3,1,0,1,1,3,3,3,4
455,1,1,4,1,1,1981,29,5,5,5,3,3,2,2,8,1,1,-1,1,1,4,2,3,4,3
456,1,1,4,2,8,1970,40,5,5,5,2,4,1,3,-1,0,-1,-1,0,1,-1,-1,-1,-1,2
457,1,1,4,1,7,1982,28,4,4,4,2,3,1,4,8,1,1,-1,1,3,4,4,4,4,5
458,1,1,4,2,2,1990,20,1,2,1,6,2,1,4,5,1,0,0,1,2,4,4,4,4,5
459,1,0,1,1,1,1987,23,4,4,4,1,2,1,3,8,0,1,-1,0,1,3,4,3,3,3
460,0,1,4,2,3,1985,25,4,3,3,2,2,1,3,7,0,4,3,0,2,3,3,4,4,3
461,1,1,4,2,5,1969,41,4,4,4,1,3,1,7,12,0,4,1,0,1,4,4,4,4,4
462,1,1,1,2,2,1990,20,1,1,1,1,4,4,3,1,0,-1,-1,0,1,1,3,4,4,3
463,0,0,1,2,2,1981,29,1,1,1,1,2,1,3,7,0,0,0,0,1,4,4,4,4,4
464,1,1,4,1,7,1980,30,4,3,4,2,2,1,5,8,0,3,-1,0,3,4,3,3,3,3
465,0,0,4,1,1,1982,28,5,4,5,2,2,3,2,5,0,3,0,0,1,3,4,3,4,4
466,1,0,4,1,1,1986,24,5,4,4,-1,4,1,2,1,0,3,-1,0,3,1,2,3,2,2
467,1,0,4,2,8,1990,20,5,6,5,-1,4,3,3,7,0,2,0,0,2,4,4,4,4,3
468,1,1,1,2,1,1974,36,1,4,1,1,2,1,7,10,1,1,0,0,1,4,4,4,4,3
469,1,1,-1,2,5,1979,31,2,2,2,1,2,1,7,9,1,2,0,0,1,3,3,3,3,4
470,0,0,1,2,2,1986,24,1,1,1,2,4,3,2,7,0,3,-1,0,3,3,3,3,3,3
471,0,1,4,1,1,1988,22,5,5,5,2,2,1,3,1,0,-1,-1,0,1,2,4,4,4,5
472,1,0,4,2,3,1990,20,3,3,3,4,4,3,1,1,0,3,0,0,2,4,4,4,4,4
473,0,1,1,1,3,1959,51,4,3,3,1,2,1,7,2,0,2,-1,0,1,4,4,3,4,3
474,1,1,4,2,7,1981,29,1,2,3,1,4,3,7,8,0,4,-1,0,2,4,4,4,4,2
475,0,0,4,2,3,1983,27,4,4,4,1,2,1,3,3,0,1,-1,0,2,2,4,4,4,3
476,1,1,-1,2,2,1993,17,1,1,1,2,3,4,2,1,0,-1,6,0,1,1,1,1,1,1
477,1,1,1,2,2,1978,32,1,2,1,2,5,1,4,10,0,1,2,1,-1,4,4,4,4,2
478,1,1,1,2,1,1974,36,1,2,1,2,2,1,4,9,0,1,0,0,3,4,4,4,4,5
479,0,0,2,1,1,1987,23,6,4,4,1,4,4,2,3,0,0,0,0,3,2,2,4,3,2
480,1,1,1,2,3,1966,44,4,3,3,3,4,1,3,10,1,1,1,1,1,3,2,3,3,2
481,1,0,3,2,8,1983,27,5,5,5,2,2,1,7,7,1,1,0,0,1,4,3,4,4,3
482,1,1,1,1,1,1976,34,5,5,5,1,2,1,7,11,1,0,0,0,1,3,4,2,2,5
483,1,1,1,2,8,1986,24,5,5,5,2,2,1,7,10,0,4,-1,0,1,4,4,4,4,5
484,0,0,4,2,2,1984,26,1,2,1,2,2,1,3,5,0,1,0,0,3,4,4,3,4,4
485,1,1,1,1,1,1976,34,5,4,5,1,2,3,3,10,1,1,-1,1,1,4,2,3,3,2
486,1,1,1,1,1,1991,19,4,4,5,6,2,4,3,1,0,1,1,0,1,4,4,4,4,3
487,1,1,4,1,1,1989,21,5,3,5,2,2,1,3,-1,-1,2,-1,0,1,1,3,3,3,5
488,1,1,1,1,1,1990,20,5,4,5,3,4,1,2,8,0,1,-1,0,3,2,3,3,3,4
489,1,1,1,1,1,1955,55,4,5,5,1,2,1,2,12,1,2,-1,0,1,3,3,3,3,4
490,1,1,4,2,3,1982,28,4,3,3,1,3,1,3,6,0,3,0,0,2,2,2,2,2,3
491,0,1,1,1,5,1973,37,5,5,5,1,2,1,5,8,0,1,-1,0,3,4,4,3,4,4
492,1,1,1,1,1,1967,43,5,5,5,2,1,2,2,7,0,0,-1,-1,1,4,4,4,4,4
493,1,1,2,1,1,-1,-1,-1,3,3,4,1,1,2,6,1,1,2,0,2,1,2,2,3,2
494,-1,-1,-1,-1,1,1964,46,6,5,5,1,2,1,4,9,1,1,-1,0,3,3,3,4,4,4
495,1,1,1,2,2,1973,37,1,4,1,2,2,1,4,9,0,2,2,0,1,4,4,3,3,4
496,0,0,1,2,2,1985,25,1,2,1,1,2,1,5,5,0,4,-1,0,1,3,2,3,3,4
497,1,1,3,1,1,-1,-1,-1,5,5,3,1,2,2,1,1,8,1,1,2,4,4,4,4,4
498,1,0,1,2,-1,1968,42,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
500,1,1,4,1,1,1989,21,6,6,5,1,2,1,3,10,0,3,1,0,1,2,2,3,3,3
501,1,1,1,1,1,1967,43,5,5,5,1,2,1,5,11,1,1,-1,0,1,4,4,4,4,3
502,1,1,1,2,2,1974,36,1,3,2,3,3,1,7,11,1,1,-1,0,3,4,4,4,4,5
503,1,1,1,2,2,1980,30,1,2,1,3,4,1,7,10,0,-1,-1,0,1,4,4,4,4,5
504,1,1,1,1,1,1967,43,5,5,5,3,2,1,7,-1,-1,-1,-1,0,1,4,4,4,4,5
505,1,0,2,2,5,1988,22,2,3,2,-1,-1,4,5,2,0,1,-1,0,1,3,3,4,3,3
506,1,1,4,1,1,1990,20,5,5,5,2,4,4,3,1,0,4,2,0,1,2,2,2,2,3
507,1,1,1,1,1,1969,41,5,4,5,2,2,1,3,11,1,1,1,0,1,4,4,4,4,5
508,1,1,1,1,1,1987,23,5,4,5,2,4,1,4,12,0,2,-1,0,1,4,4,4,4,5
509,1,1,3,1,1,1980,30,5,5,5,2,2,1,7,12,1,1,-1,0,1,4,4,4,4,4
510,1,1,1,1,3,1968,42,5,4,3,2,2,1,6,10,0,0,0,0,1,3,3,3,3,4
511,0,0,2,1,1,1960,50,6,5,5,1,2,1,3,10,1,4,-1,0,1,2,2,2,2,2
512,1,1,2,2,2,1991,19,1,2,1,1,4,4,2,3,-1,1,1,0,1,4,4,4,4,4
513,1,1,3,2,3,1954,56,6,2,2,2,2,1,3,2,0,1,0,0,1,4,3,3,3,3
514,1,1,1,1,7,1954,56,5,4,4,2,3,1,7,11,1,1,0,0,2,4,4,4,4,4
