,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
76,1,1,1,3,3,1,4,1,2,2,4,6,3,6,6,1,2,1,1,2,2,1,3,4,2,1,1,1,3,3,2,1,2,1,3,3,2,1,1,4,4,2,3,4,1,7,7,1,6,5,5,8,5,8,5,2,4,5,12,2,2,1,1,4,2,6,1985,25,3,4,1,4,1,2,2,4,0,3,0,0,1,2,3,4,3,4
77,5,4,3,2,2,1,2,1,5,3,3,3,2,3,3,1,1,1,1,1,1,2,3,4,6,4,3,2,3,4,6,4,3,2,3,4,6,4,3,3,3,2,3,2,1,8,5,3,4,5,5,2,5,5,5,6,3,3,18,2,3,0,0,1,1,1,1969,41,6,4,4,4,3,1,3,8,0,1,-1,0,3,2,4,4,4,2
78,1,6,1,2,-1,1,1,1,1,1,1,4,6,5,6,1,2,2,1,8,2,4,4,5,6,1,5,3,4,4,6,2,2,6,6,6,6,6,6,4,4,4,4,4,8,8,6,8,6,2,4,1,5,2,5,6,1,1,13,3,5,1,1,4,1,3,1986,24,3,3,3,3,3,4,3,2,1,2,0,0,1,4,4,4,4,5
79,6,3,3,2,-1,1,4,1,6,4,3,4,6,6,6,-1,-1,-1,-1,-1,-1,4,6,6,6,5,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,3,1,7,6,3,7,6,5,5,5,5,5,5,6,2,4,9,3,4,1,1,1,2,5,1990,20,2,4,1,1,2,1,3,-1,0,3,-1,0,3,4,4,4,4,3
80,3,6,5,3,-1,1,3,1,4,3,2,2,4,5,5,3,2,3,3,3,2,3,4,5,6,3,2,3,4,5,6,3,2,3,4,5,6,2,2,3,3,3,3,3,1,1,4,6,3,5,5,5,5,5,5,6,1,1,8,3,3,1,1,1,2,12,1967,43,1,1,1,3,2,1,3,9,0,1,1,0,1,4,3,4,4,4
81,1,1,1,1,3,1,6,1,6,5,4,5,3,3,2,1,1,1,1,1,1,2,1,4,5,3,2,1,2,2,1,2,2,2,6,5,5,3,3,1,1,1,1,1,1,1,1,2,6,2,4,1,5,2,3,8,5,5,13,4,6,1,1,4,1,5,1989,21,5,5,5,2,2,1,3,11,0,2,0,0,1,3,3,3,3,5
82,4,1,3,1,1,0,1,1,1,3,3,6,3,5,4,1,1,1,1,1,1,2,3,2,6,1,2,3,-1,1,5,1,2,4,4,1,4,1,2,3,2,2,2,3,6,8,5,3,6,5,5,5,5,5,5,6,4,4,12,1,6,1,1,1,1,5,1979,31,5,5,5,1,5,3,5,10,1,0,0,0,1,4,4,4,4,5
83,4,2,1,4,-1,-1,6,1,6,6,6,6,2,6,6,1,1,2,2,1,2,4,2,6,6,1,2,1,2,6,6,1,2,-1,-1,-1,-1,-1,-1,4,3,3,3,3,1,8,7,1,2,-1,-1,-1,-1,-1,-1,2,1,-1,-1,2,5,1,1,3,2,8,1961,49,6,5,4,1,1,1,5,7,1,3,1,0,1,4,4,4,4,5
84,4,1,1,2,1,1,5,1,6,5,1,6,4,6,5,1,2,2,1,1,2,4,6,4,3,2,3,3,6,-1,2,2,3,4,6,3,2,1,3,1,1,1,1,1,1,6,1,1,-1,5,5,8,5,5,5,4,5,5,8,3,5,1,1,1,1,1,1978,32,5,5,5,1,2,1,7,12,1,0,0,0,1,3,3,3,3,5
85,6,4,4,2,4,1,6,1,6,5,3,4,2,6,2,2,1,1,2,2,1,2,6,6,6,2,3,2,6,6,6,2,3,2,6,6,6,2,3,2,4,3,3,3,1,1,1,4,6,5,5,5,5,4,4,2,1,5,16,4,5,1,1,-1,1,1,1984,26,5,5,5,1,2,1,6,9,0,1,-1,0,1,3,4,4,4,-1
86,5,6,6,3,2,1,3,1,6,6,6,6,5,5,5,2,1,2,1,1,2,1,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,4,5,5,5,5,5,5,5,5,6,5,4,6,1,1,1,1,1,1,1,1981,29,5,5,5,1,2,1,3,7,0,5,-1,0,1,2,2,3,3,3
87,2,3,4,2,1,1,2,1,5,6,5,6,3,3,4,1,1,1,1,1,2,3,4,5,6,3,2,2,4,3,6,2,2,2,4,2,6,1,2,1,1,1,1,1,1,6,2,2,5,4,5,8,5,5,5,5,2,5,16,2,6,1,0,1,2,5,1986,24,1,2,3,1,2,1,5,12,0,2,0,0,2,4,4,4,4,3
88,1,3,5,2,1,1,3,1,6,5,2,5,4,6,5,1,2,3,1,8,3,1,2,6,6,1,1,1,3,3,3,3,1,1,1,1,1,1,1,2,3,3,4,3,1,1,1,8,6,1,4,2,1,1,4,8,1,2,18,2,4,1,1,4,2,7,1990,20,6,6,2,4,3,5,3,4,0,3,-1,0,2,4,2,4,3,4
89,1,1,6,2,3,1,2,1,6,4,5,5,6,4,6,1,1,2,1,1,1,1,4,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,3,3,1,8,1,6,6,5,5,5,4,4,5,6,3,3,23,2,6,1,1,1,2,2,1976,34,1,2,2,2,2,1,6,12,1,1,0,0,1,4,4,3,3,3
90,1,2,4,3,1,1,4,1,6,5,6,6,4,6,5,2,2,2,2,2,1,2,2,6,6,1,3,1,1,2,1,1,1,1,1,2,1,1,1,3,3,3,2,3,1,7,7,4,6,5,5,5,5,2,8,6,1,1,27,2,6,1,1,4,1,1,1974,36,5,5,5,2,4,5,5,12,1,1,-1,0,1,3,3,3,3,5
91,1,2,1,2,2,1,4,1,6,5,4,6,6,5,6,1,1,1,1,1,1,1,4,5,5,4,2,1,2,3,3,2,1,1,1,1,3,1,1,2,4,3,3,3,1,1,2,8,5,5,4,1,4,2,3,5,3,5,27,1,5,1,1,4,1,1,1979,31,6,6,5,2,4,1,7,3,1,0,0,0,1,4,4,3,3,4
92,1,3,5,1,1,1,5,1,6,4,6,4,4,4,6,1,8,2,8,1,2,3,4,4,5,1,1,4,4,5,5,6,1,2,2,1,2,1,1,2,2,2,2,2,7,6,2,7,4,5,5,5,5,5,5,5,5,2,16,2,6,1,1,1,1,1,1988,22,5,5,5,3,1,1,3,1,0,3,-1,0,1,2,2,3,3,4
93,6,3,3,3,1,1,4,1,5,4,4,4,5,6,6,1,1,2,1,1,2,4,4,6,6,1,2,4,4,6,6,1,2,4,4,5,6,1,2,4,3,2,3,2,1,1,4,3,5,5,5,8,5,2,5,4,4,4,12,4,6,0,0,1,1,1,1972,38,5,5,4,1,2,1,6,7,1,3,1,0,1,4,4,4,4,2
94,3,2,2,2,-1,-1,1,1,1,1,1,1,1,2,2,-1,-1,-1,1,1,-1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,3,3,2,2,1,1,4,4,1,5,5,5,5,5,5,6,1,1,17,1,1,1,1,1,2,2,1965,45,1,1,1,1,-1,4,4,8,1,1,-1,0,1,4,4,4,4,3
95,2,4,2,-1,-1,1,3,1,1,1,1,6,3,3,6,8,8,8,8,8,8,1,2,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,2,3,3,3,3,2,1,8,4,7,1,8,8,8,8,8,8,-1,-1,1,-1,2,1,1,1,-1,1,8,1955,55,-1,1,-1,3,2,1,5,12,1,3,-1,1,1,4,4,4,4,5
96,2,3,2,3,2,1,1,1,6,6,3,6,3,6,6,1,1,1,1,1,2,3,5,1,6,2,2,2,3,1,2,1,2,1,1,1,1,1,2,1,2,3,4,3,1,8,6,4,5,5,5,5,4,8,5,4,2,2,21,4,2,1,1,1,2,2,1981,29,1,2,1,1,2,1,4,9,1,3,-1,0,1,4,4,3,4,4
97,4,1,1,3,-1,1,3,1,3,5,2,5,2,5,3,1,1,1,1,1,3,3,4,5,6,4,2,3,4,5,6,4,2,3,4,5,6,4,2,1,1,1,1,1,1,6,1,1,5,5,5,8,5,4,5,6,5,4,10,3,5,1,1,4,1,1,1969,41,5,4,5,1,2,1,5,11,1,1,-1,0,1,2,3,3,3,2
98,1,1,1,-1,-1,1,1,-1,3,2,5,5,2,3,2,2,1,2,1,1,1,2,6,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,4,4,6,1,2,1,1,1,1,2,1,4,15,2,2,1,1,4,1,1,-1,-1,5,5,5,1,4,4,7,12,1,1,-1,0,1,4,4,4,4,5
99,5,1,1,3,3,1,3,1,4,3,3,3,4,3,5,2,2,2,2,2,2,2,5,6,6,1,2,2,5,6,6,1,2,2,5,6,6,1,2,3,3,3,3,3,1,1,4,2,3,2,2,2,2,2,2,4,3,3,24,3,3,0,0,4,1,1,1972,38,5,4,5,2,2,1,4,9,0,-1,-1,0,1,3,2,2,2,4
100,1,6,6,2,3,1,2,1,3,5,4,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,3,1,1,2,3,3,3,4,4,1,8,1,1,2,5,5,8,8,8,8,6,6,3,99,-1,2,1,1,1,1,8,1992,18,1,1,1,1,1,4,1,12,0,4,0,0,1,2,2,3,3,4
101,3,5,5,2,3,1,5,1,6,1,1,2,3,2,6,2,2,1,1,1,1,1,1,2,3,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,3,3,8,8,4,1,6,2,2,2,1,1,2,6,1,3,20,2,5,0,1,1,1,1,1979,31,5,4,5,1,2,3,5,8,0,1,-1,0,1,2,3,3,3,5
102,2,1,1,-1,3,1,-1,1,6,3,2,3,5,4,4,8,2,1,1,1,2,5,5,6,6,1,-1,-1,3,4,6,1,2,2,2,2,2,2,2,3,2,3,2,1,1,7,4,4,4,5,5,5,5,5,5,6,1,1,99,1,1,1,1,1,1,1,1971,39,5,5,5,1,2,3,5,12,1,1,0,0,1,3,3,3,3,5
104,1,4,5,1,2,1,4,1,4,3,4,5,4,3,5,1,2,1,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,2,2,2,5,5,3,2,21,2,6,1,1,1,1,1,1968,42,5,5,5,2,2,1,4,10,1,3,-1,0,1,-1,-1,4,-1,4
105,1,2,6,2,2,1,2,1,5,4,6,6,3,4,4,2,1,1,1,2,1,1,2,4,6,1,2,1,2,5,6,1,1,1,1,1,1,1,1,2,3,2,4,4,1,7,1,4,2,2,5,3,8,1,4,2,1,2,11,2,3,0,0,4,1,1,1989,21,3,6,5,2,2,4,5,1,0,2,-1,0,1,3,3,4,3,4
106,1,1,1,1,1,1,4,1,6,4,1,4,4,5,6,1,1,1,1,1,1,1,2,3,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,7,2,3,5,4,5,8,4,2,4,6,2,4,17,2,4,1,1,1,1,1,1971,39,5,5,5,2,2,1,7,12,0,1,0,0,1,4,4,4,4,5
107,3,1,2,2,1,1,1,1,1,6,4,4,5,6,6,1,1,1,1,1,2,3,5,6,6,2,3,2,3,6,6,1,1,2,2,6,5,1,1,4,4,4,4,4,7,7,2,3,6,4,5,8,5,2,5,5,6,5,14,2,6,1,1,4,1,5,1986,24,5,5,5,2,2,1,5,8,1,3,0,0,3,3,4,4,4,3
108,5,2,1,2,1,1,2,1,3,5,3,6,6,6,6,1,1,2,1,1,1,5,5,6,6,6,2,2,4,4,6,4,2,5,5,6,6,2,2,2,3,3,3,3,1,1,2,4,6,4,5,4,5,3,4,4,5,5,18,1,6,1,1,1,1,1,1982,28,5,4,4,2,2,1,7,9,0,0,0,0,1,2,2,2,3,2
109,2,1,1,-1,-1,1,2,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,4,5,3,8,8,8,8,8,8,-1,-1,1,99,2,6,1,1,1,2,8,1988,22,5,5,5,2,2,3,5,4,0,3,0,0,1,3,2,3,3,4
110,6,6,4,3,3,1,3,1,6,6,3,6,3,5,5,2,2,2,2,2,2,2,3,4,6,3,3,2,3,4,5,4,3,2,2,2,4,4,2,1,1,1,1,1,1,1,1,3,6,5,5,5,5,5,5,5,5,2,23,2,6,1,1,1,1,1,1962,48,5,4,5,2,2,1,5,10,1,0,0,0,1,4,4,4,4,5
111,6,1,2,1,3,1,1,1,1,5,4,6,4,3,3,1,1,2,1,1,2,6,4,6,6,2,6,3,2,2,3,2,5,1,1,1,1,1,1,1,2,1,1,1,1,5,2,1,2,2,3,8,3,2,3,2,5,5,10,3,4,1,1,1,1,1,1966,44,6,4,4,1,2,1,7,8,1,-1,-1,0,1,3,2,2,3,3
112,1,1,1,-1,3,1,6,1,6,6,3,3,6,6,6,2,2,2,2,2,2,2,4,6,6,2,2,2,2,6,6,2,2,3,4,6,6,6,2,3,3,2,3,3,8,7,1,4,4,5,5,8,5,5,5,2,1,1,13,1,6,1,1,1,1,5,1980,30,4,4,4,1,4,1,7,12,1,1,0,0,2,3,4,3,3,5
113,1,3,5,2,2,1,1,1,6,6,6,6,3,3,3,2,2,2,2,2,2,1,2,6,6,1,2,1,2,3,6,1,2,1,2,3,4,1,2,4,4,4,4,4,1,1,4,6,6,5,5,2,5,5,5,5,1,2,14,4,6,1,1,1,2,2,1978,32,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114,2,2,4,3,-1,1,5,1,6,-1,4,4,3,4,5,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,1,1,3,4,6,5,5,2,5,4,5,6,1,1,12,2,6,1,1,4,2,2,1981,29,1,4,1,3,2,1,3,7,0,1,-1,1,1,3,3,3,3,4
115,1,7,7,2,-1,1,6,1,6,4,3,5,2,6,6,1,2,2,1,1,1,2,2,6,6,4,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,4,3,1,7,1,2,6,4,4,2,4,4,5,5,1,2,15,2,5,1,1,4,1,1,1989,21,5,5,5,2,2,1,3,4,0,1,0,0,1,3,3,3,3,4
116,1,3,3,1,-1,1,6,0,6,3,3,3,3,1,3,-1,2,2,-1,-1,1,2,5,6,6,2,3,1,1,2,2,1,1,1,1,2,2,1,1,2,4,2,2,4,1,7,4,3,6,5,5,5,5,5,5,6,1,3,14,3,3,1,1,1,1,2,1971,39,1,3,1,4,3,1,3,12,1,2,-1,0,-1,4,4,4,4,4
117,2,3,3,-1,-1,1,6,1,6,1,1,5,1,2,4,1,2,2,2,2,2,1,2,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,1,8,3,4,6,4,5,1,4,8,4,2,1,1,19,2,3,1,1,4,2,2,1990,20,3,4,1,3,4,3,3,7,1,0,0,1,1,3,2,2,2,4
118,4,5,5,3,3,1,2,1,6,1,1,6,3,6,6,2,2,1,2,2,8,1,3,4,6,1,2,1,3,4,6,1,2,1,3,4,6,1,1,3,2,1,3,1,1,7,4,1,2,5,5,1,2,2,4,4,1,4,32,4,4,1,1,4,2,3,1968,42,1,3,1,2,2,1,3,8,1,6,3,1,1,3,3,3,3,4
119,1,2,2,3,2,1,1,1,3,4,2,5,3,4,4,2,2,2,1,1,2,2,3,5,6,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,7,2,2,4,5,4,1,4,2,4,6,3,4,15,2,2,1,1,1,1,1,1978,32,5,5,5,2,2,1,4,10,0,0,-1,0,1,3,3,3,3,3
120,2,1,1,-1,3,1,3,1,5,2,3,5,2,3,2,2,2,2,2,2,2,1,1,2,5,1,1,1,2,6,5,1,1,1,1,2,5,1,1,2,3,1,3,2,1,2,2,5,4,2,4,2,2,2,3,8,1,2,15,2,4,0,0,4,1,3,1985,25,5,5,3,2,4,1,5,3,1,3,-1,0,1,3,3,3,3,3
121,6,2,5,3,3,1,6,1,6,5,4,6,3,4,2,2,2,2,2,2,2,4,3,5,6,2,3,3,3,6,6,4,2,3,3,5,6,2,2,4,4,4,4,4,1,1,3,5,3,3,3,2,5,1,8,5,4,3,18,4,6,1,1,1,2,2,1978,32,1,2,1,3,2,1,7,8,1,1,-1,0,3,4,4,4,4,3
122,2,7,1,4,2,1,1,1,6,6,5,6,2,6,4,3,3,3,3,3,3,1,2,2,4,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,2,1,3,1,1,1,1,8,1,3,16,2,3,1,1,4,2,5,1989,21,1,1,2,2,2,1,2,10,0,2,0,0,1,3,3,3,3,4
123,3,7,7,4,3,1,3,1,4,4,3,5,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,2,3,3,1,1,4,3,4,8,8,8,8,8,8,-1,-1,-1,-1,-1,3,1,1,1,2,8,1986,24,5,5,5,3,3,1,5,8,0,3,0,0,2,4,4,4,4,3
124,4,3,4,2,2,1,3,1,5,5,2,5,5,5,6,1,1,2,1,1,2,4,3,6,6,2,2,3,3,6,6,1,2,2,3,6,6,2,2,3,3,3,3,3,2,2,4,6,6,2,4,3,5,5,4,2,3,5,10,3,6,1,1,1,1,1,-1,-1,5,5,5,1,5,-1,7,9,1,4,-1,0,3,4,4,3,3,3
125,6,4,3,2,2,1,5,1,5,6,6,6,5,6,5,1,1,2,1,1,1,2,3,4,5,5,5,2,3,4,5,5,5,2,3,4,5,5,5,3,4,3,3,2,1,8,4,6,6,5,5,3,4,4,3,6,2,2,25,4,6,1,1,1,1,1,1961,49,6,4,4,1,2,1,5,11,1,-1,-1,0,1,4,4,2,2,4
126,2,2,2,3,3,1,3,1,6,6,6,6,6,6,6,2,2,2,1,1,1,4,5,6,6,2,4,4,5,6,6,2,4,4,5,6,6,2,4,3,3,3,3,3,1,1,5,5,5,2,2,2,2,1,2,8,2,2,16,4,5,1,1,4,2,3,1983,27,5,5,4,2,2,1,5,12,1,6,-1,0,1,4,4,4,4,4
127,4,6,4,3,-1,1,6,1,6,2,3,2,2,3,2,2,2,2,2,2,2,1,2,4,6,5,2,1,4,4,6,4,1,1,1,1,1,1,1,2,3,2,1,2,1,1,4,2,4,5,2,1,1,1,1,6,3,2,16,2,4,1,1,4,2,2,1982,28,1,1,1,2,4,1,7,11,0,1,0,1,2,3,4,3,3,-1
128,1,1,1,1,2,1,4,1,4,5,6,6,1,2,3,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,4,4,4,1,1,4,7,6,8,8,8,8,8,8,3,2,3,17,2,6,1,1,3,2,8,1991,19,5,5,5,3,4,3,3,10,0,1,0,0,1,3,4,4,4,5
129,6,3,2,3,2,1,3,1,6,6,4,6,3,3,3,2,2,2,2,2,2,2,3,2,2,4,3,2,2,5,6,5,4,3,2,6,6,4,3,2,3,3,2,2,1,7,4,2,3,5,5,4,4,4,4,4,1,1,20,2,6,1,1,1,2,3,1970,40,4,4,3,2,4,3,3,10,1,1,-1,0,1,4,4,4,4,3
130,1,6,6,1,-1,1,3,1,6,2,4,4,2,6,6,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,7,6,1,4,2,2,8,2,-1,-1,2,2,-1,20,-1,-1,1,1,1,2,5,1980,30,4,4,4,2,3,1,6,12,1,2,-1,0,1,3,3,4,4,4
131,6,6,5,3,3,1,6,1,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,4,4,6,6,1,4,2,4,6,6,1,4,2,4,6,6,1,4,2,2,2,2,1,1,1,1,3,6,5,5,5,5,5,5,6,1,1,12,3,6,1,1,-1,2,2,1987,23,1,2,1,2,3,1,4,10,1,4,2,0,1,4,4,4,4,5
132,1,6,6,3,3,1,6,1,6,6,6,6,4,6,6,1,1,2,1,1,3,2,4,6,6,4,3,4,3,4,6,3,2,2,2,2,5,2,2,3,3,2,1,2,1,1,5,4,6,8,8,8,8,8,8,1,4,4,21,1,6,1,1,1,2,5,1988,22,6,5,5,1,4,1,3,1,0,-1,-1,0,2,2,2,1,2,2
133,1,5,4,3,-1,1,1,1,6,3,3,3,5,3,4,2,2,2,2,2,2,2,2,2,5,3,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,2,1,1,7,3,4,6,2,5,8,8,3,5,4,3,2,14,2,4,1,1,4,1,1,1990,20,5,5,5,1,2,1,3,9,0,5,-1,0,1,4,4,4,4,3
134,4,4,3,3,3,1,4,1,6,4,4,1,1,1,1,1,1,1,1,1,1,2,4,4,5,4,2,2,2,5,5,1,2,1,2,5,5,1,2,1,3,3,3,3,1,1,7,5,6,2,2,2,2,2,2,6,6,1,-1,2,1,1,1,1,2,12,1956,54,5,5,4,1,2,1,5,8,1,1,1,0,1,1,1,1,1,3
135,1,7,7,3,3,1,2,1,2,2,2,4,2,3,5,2,2,2,2,2,2,1,2,5,6,3,2,1,2,5,6,3,2,1,2,5,5,3,2,2,3,2,3,4,1,1,6,3,5,8,8,8,8,8,8,2,2,1,-1,1,5,1,1,1,2,8,1979,31,5,5,5,4,3,1,4,10,1,1,0,0,1,4,4,4,4,4
136,2,1,6,3,-1,1,1,1,2,5,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,1,1,4,8,4,8,8,8,8,8,8,-1,-1,6,-1,-1,-1,1,0,4,2,8,1983,27,5,5,5,2,4,1,7,10,0,3,-1,0,1,4,4,4,4,5
137,1,5,5,1,1,1,3,1,6,6,3,6,3,3,5,2,1,2,1,1,1,1,5,3,4,1,2,4,6,3,6,1,5,6,6,6,6,6,6,1,2,1,1,2,1,-1,4,2,4,5,5,5,5,5,5,4,5,2,13,4,5,1,1,1,1,1,1988,22,5,5,5,2,2,1,3,1,0,3,-1,0,2,4,4,4,4,5
138,2,7,7,2,-1,1,1,1,6,4,3,6,3,4,4,1,1,1,1,1,2,2,2,2,5,2,2,2,3,1,2,2,1,1,1,5,-1,2,1,1,2,1,2,2,1,6,3,1,5,5,5,8,4,5,5,2,4,3,16,2,5,1,1,1,2,2,1974,36,1,1,2,1,4,1,7,10,1,1,0,0,1,3,3,3,3,2
139,3,7,7,3,-1,1,3,1,4,4,5,5,2,5,4,-1,-1,-1,-1,-1,-1,2,2,2,3,2,1,2,3,4,5,4,3,1,2,1,1,2,1,3,3,2,3,3,1,1,3,4,2,8,8,8,8,8,8,-1,-1,-1,-1,2,5,1,1,4,2,8,1985,25,5,5,4,4,1,3,5,11,1,3,-1,0,1,4,4,4,4,4
141,2,6,6,3,3,1,1,1,6,4,6,5,6,6,6,2,8,8,8,8,2,2,3,6,6,3,4,2,3,4,6,3,4,2,2,5,6,2,4,4,2,3,3,1,1,8,7,5,4,4,5,5,2,1,5,6,1,2,15,2,4,1,1,1,2,12,1983,27,3,2,3,1,2,1,3,7,0,2,1,0,2,4,4,4,4,3
142,1,2,4,1,1,1,1,1,6,6,6,6,1,4,2,1,1,1,1,1,1,2,2,6,6,6,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,1,1,7,7,6,2,5,5,5,5,5,1,6,6,13,2,6,1,1,4,1,1,1987,23,5,4,5,2,4,1,5,1,1,2,0,0,1,3,3,3,3,3
143,6,3,1,2,-1,1,3,1,6,3,3,6,6,3,6,1,1,1,1,1,1,2,5,5,6,4,5,2,5,5,6,4,5,2,5,5,6,4,4,4,4,4,4,4,8,8,7,8,1,5,5,5,5,5,5,6,1,1,12,3,1,1,1,1,2,2,1984,26,1,1,1,3,-1,1,3,9,0,5,1,0,1,3,3,3,3,4
144,6,2,6,1,2,1,6,1,6,2,5,5,6,3,5,1,2,1,1,1,2,3,6,5,6,5,6,4,3,5,6,6,4,3,2,4,5,6,4,2,1,1,1,1,1,8,1,3,6,5,5,5,5,5,5,4,4,3,4,2,6,0,0,1,1,8,1973,37,5,5,5,2,3,1,2,8,1,6,0,0,3,3,3,2,3,3
145,1,1,1,1,1,1,2,0,4,4,6,4,5,6,6,1,1,1,1,2,3,3,4,1,6,1,1,2,3,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,7,5,3,3,5,5,5,8,5,3,5,6,2,2,17,2,3,1,1,1,1,12,1982,28,5,5,4,1,3,1,5,7,0,0,0,0,3,4,4,4,4,4
146,5,3,3,3,3,1,5,1,6,5,4,4,5,5,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,4,3,6,5,4,1,2,2,5,6,1,1,18,4,6,1,1,4,2,2,1987,23,1,1,1,2,2,1,4,10,0,5,2,0,1,3,3,3,3,4
147,4,3,3,-1,3,1,3,1,3,4,4,4,4,4,4,2,2,2,2,2,1,2,3,4,6,2,3,3,3,6,6,3,3,4,4,4,6,3,3,3,2,3,3,3,8,8,5,3,4,1,3,3,1,3,5,4,3,3,15,3,4,0,0,1,1,1,1987,23,4,4,2,2,2,1,5,6,0,1,-1,0,1,3,3,2,2,3
148,3,2,6,-1,-1,1,4,1,5,5,3,3,5,3,4,2,2,2,1,2,2,2,-1,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,8,8,5,3,5,1,4,2,3,2,4,5,1,5,11,2,5,1,1,4,2,2,1974,36,1,2,1,2,2,1,3,10,1,2,2,0,1,4,4,4,4,5
149,1,3,3,1,2,1,1,1,3,6,1,4,2,4,6,1,1,1,1,1,2,2,3,2,2,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,7,3,2,2,6,2,4,3,4,2,1,4,2,5,15,3,6,1,0,1,2,5,1982,28,1,1,2,1,2,1,5,10,1,1,0,0,1,2,2,2,2,3
150,3,4,2,1,1,1,1,1,3,5,6,5,1,4,3,1,1,2,1,1,1,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,1,8,6,2,2,4,2,2,1,2,1,2,2,5,5,11,4,5,1,1,1,1,5,1987,23,6,4,4,2,4,4,2,4,0,1,-1,0,1,1,2,2,2,3
151,1,4,3,2,2,1,2,1,6,6,5,4,3,3,5,1,2,2,3,3,3,2,5,6,6,2,4,1,2,5,4,4,2,1,1,5,5,1,3,2,3,3,3,2,8,8,4,2,5,2,4,1,3,2,3,4,4,4,7,3,3,1,1,4,2,3,1989,21,6,6,2,1,4,4,4,1,0,6,1,0,1,4,3,4,4,4
152,2,7,7,-1,-1,1,5,1,2,3,5,4,2,2,2,-1,-1,-1,-1,-1,-1,1,3,2,2,1,1,1,3,2,2,1,1,1,3,2,2,1,1,3,4,2,3,4,1,6,3,4,5,5,5,2,2,2,2,5,2,1,-1,3,3,0,1,4,1,8,1986,24,1,1,1,1,4,1,7,8,0,-1,-1,0,1,4,4,4,4,5
153,2,3,1,3,1,1,1,1,6,3,2,6,3,2,6,8,1,2,1,8,1,1,2,2,6,1,2,1,2,2,6,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,6,6,2,3,1,3,1,3,6,4,4,16,2,4,1,1,4,2,2,1988,22,1,1,1,2,2,1,2,1,0,1,2,0,1,2,4,3,3,3
